product_code,bureau_of_meteorology_station_number,year,month,day,rainfall_amount_millimetres,period_over_which_rainfall_was_measured_days,quality,date
IDCJAC0009,66006,2016,11,18,0,NA,Y,2016-11-18
IDCJAC0009,66006,2016,11,19,0,NA,Y,2016-11-19
IDCJAC0009,66006,2016,11,20,0,NA,Y,2016-11-20
IDCJAC0009,66006,2016,11,21,0,NA,Y,2016-11-21
IDCJAC0009,66006,2016,11,22,0,NA,Y,2016-11-22
IDCJAC0009,66006,2016,11,23,0.2,1,Y,2016-11-23
IDCJAC0009,66006,2016,11,24,6,1,Y,2016-11-24
IDCJAC0009,66006,2016,11,25,0,NA,Y,2016-11-25
IDCJAC0009,66006,2016,11,26,0,NA,Y,2016-11-26
IDCJAC0009,66006,2016,11,27,0,NA,Y,2016-11-27
IDCJAC0009,66006,2016,11,28,0.1,1,Y,2016-11-28
IDCJAC0009,66006,2016,11,29,0,NA,Y,2016-11-29
IDCJAC0009,66006,2016,11,30,0,NA,Y,2016-11-30
IDCJAC0009,66006,2016,12,1,0.8,1,Y,2016-12-01
IDCJAC0009,66006,2016,12,2,0,NA,Y,2016-12-02
IDCJAC0009,66006,2016,12,3,0,NA,Y,2016-12-03
IDCJAC0009,66006,2016,12,4,0,NA,Y,2016-12-04
IDCJAC0009,66006,2016,12,5,0.8,1,Y,2016-12-05
IDCJAC0009,66006,2016,12,6,3,1,Y,2016-12-06
IDCJAC0009,66006,2016,12,7,10.1,1,Y,2016-12-07
IDCJAC0009,66006,2016,12,8,0.2,1,Y,2016-12-08
IDCJAC0009,66006,2016,12,9,1,1,Y,2016-12-09
IDCJAC0009,66006,2016,12,10,0,NA,Y,2016-12-10
IDCJAC0009,66006,2016,12,11,0,NA,Y,2016-12-11
IDCJAC0009,66006,2016,12,12,0,NA,Y,2016-12-12
IDCJAC0009,66006,2016,12,13,0,NA,Y,2016-12-13
IDCJAC0009,66006,2016,12,14,0,NA,Y,2016-12-14
IDCJAC0009,66006,2016,12,15,9.6,1,Y,2016-12-15
IDCJAC0009,66006,2016,12,16,30.4,1,Y,2016-12-16
IDCJAC0009,66006,2016,12,17,8.4,1,Y,2016-12-17
IDCJAC0009,66006,2016,12,18,0,1,Y,2016-12-18
IDCJAC0009,66006,2016,12,19,0,NA,Y,2016-12-19
IDCJAC0009,66006,2016,12,20,0,NA,Y,2016-12-20
IDCJAC0009,66006,2016,12,21,0,NA,Y,2016-12-21
IDCJAC0009,66006,2016,12,22,0,NA,Y,2016-12-22
IDCJAC0009,66006,2016,12,23,0,NA,Y,2016-12-23
IDCJAC0009,66006,2016,12,24,0,NA,Y,2016-12-24
IDCJAC0009,66006,2016,12,25,1.2,1,Y,2016-12-25
IDCJAC0009,66006,2016,12,26,0,NA,Y,2016-12-26
IDCJAC0009,66006,2016,12,27,0,NA,Y,2016-12-27
IDCJAC0009,66006,2016,12,28,0,NA,Y,2016-12-28
IDCJAC0009,66006,2016,12,29,0,NA,Y,2016-12-29
IDCJAC0009,66006,2016,12,30,0,NA,Y,2016-12-30
IDCJAC0009,66006,2016,12,31,0,NA,Y,2016-12-31
IDCJAC0009,66006,2017,1,1,0,NA,Y,2017-01-01
IDCJAC0009,66006,2017,1,2,0,NA,Y,2017-01-02
IDCJAC0009,66006,2017,1,3,4,1,Y,2017-01-03
IDCJAC0009,66006,2017,1,4,2.8,1,Y,2017-01-04
IDCJAC0009,66006,2017,1,5,6.4,1,Y,2017-01-05
IDCJAC0009,66006,2017,1,6,2.8,1,Y,2017-01-06
IDCJAC0009,66006,2017,1,7,14.6,1,Y,2017-01-07
IDCJAC0009,66006,2017,1,8,0,NA,Y,2017-01-08
IDCJAC0009,66006,2017,1,9,0,NA,Y,2017-01-09
IDCJAC0009,66006,2017,1,10,0.6,1,Y,2017-01-10
IDCJAC0009,66006,2017,1,11,0,NA,Y,2017-01-11
IDCJAC0009,66006,2017,1,12,0,NA,Y,2017-01-12
IDCJAC0009,66006,2017,1,13,0,NA,Y,2017-01-13
IDCJAC0009,66006,2017,1,14,0,1,Y,2017-01-14
IDCJAC0009,66006,2017,1,15,0,NA,Y,2017-01-15
IDCJAC0009,66006,2017,1,16,0,NA,Y,2017-01-16
IDCJAC0009,66006,2017,1,17,0,NA,Y,2017-01-17
IDCJAC0009,66006,2017,1,18,0,NA,Y,2017-01-18
IDCJAC0009,66006,2017,1,19,0.4,1,Y,2017-01-19
IDCJAC0009,66006,2017,1,20,0.2,1,Y,2017-01-20
IDCJAC0009,66006,2017,1,21,7.8,1,Y,2017-01-21
IDCJAC0009,66006,2017,1,22,0,NA,Y,2017-01-22
IDCJAC0009,66006,2017,1,23,0,NA,Y,2017-01-23
IDCJAC0009,66006,2017,1,24,0,NA,Y,2017-01-24
IDCJAC0009,66006,2017,1,25,16,1,Y,2017-01-25
IDCJAC0009,66006,2017,1,26,0,NA,Y,2017-01-26
IDCJAC0009,66006,2017,1,27,0,NA,Y,2017-01-27
IDCJAC0009,66006,2017,1,28,0,NA,Y,2017-01-28
IDCJAC0009,66006,2017,1,29,0,NA,Y,2017-01-29
IDCJAC0009,66006,2017,1,30,0,NA,Y,2017-01-30
IDCJAC0009,66006,2017,1,31,0,NA,Y,2017-01-31
IDCJAC0009,66006,2017,2,1,1.4,1,Y,2017-02-01
IDCJAC0009,66006,2017,2,2,3.6,1,Y,2017-02-02
IDCJAC0009,66006,2017,2,3,0,NA,Y,2017-02-03
IDCJAC0009,66006,2017,2,4,0,NA,Y,2017-02-04
IDCJAC0009,66006,2017,2,5,0,NA,Y,2017-02-05
IDCJAC0009,66006,2017,2,6,0,NA,Y,2017-02-06
IDCJAC0009,66006,2017,2,7,7.8,1,Y,2017-02-07
IDCJAC0009,66006,2017,2,8,84.8,1,Y,2017-02-08
IDCJAC0009,66006,2017,2,9,9.6,1,Y,2017-02-09
IDCJAC0009,66006,2017,2,10,0,NA,Y,2017-02-10
IDCJAC0009,66006,2017,2,11,0,NA,Y,2017-02-11
IDCJAC0009,66006,2017,2,12,0,NA,Y,2017-02-12
IDCJAC0009,66006,2017,2,13,0,NA,Y,2017-02-13
IDCJAC0009,66006,2017,2,14,0,NA,Y,2017-02-14
IDCJAC0009,66006,2017,2,15,45.2,1,Y,2017-02-15
IDCJAC0009,66006,2017,2,16,0,NA,Y,2017-02-16
IDCJAC0009,66006,2017,2,17,0,NA,Y,2017-02-17
IDCJAC0009,66006,2017,2,18,11,1,Y,2017-02-18
IDCJAC0009,66006,2017,2,19,3.8,1,Y,2017-02-19
IDCJAC0009,66006,2017,2,20,0.6,1,Y,2017-02-20
IDCJAC0009,66006,2017,2,21,0,NA,Y,2017-02-21
IDCJAC0009,66006,2017,2,22,0,NA,Y,2017-02-22
IDCJAC0009,66006,2017,2,23,0,NA,Y,2017-02-23
IDCJAC0009,66006,2017,2,24,0,NA,Y,2017-02-24
IDCJAC0009,66006,2017,2,25,9.4,1,Y,2017-02-25
IDCJAC0009,66006,2017,2,26,31,1,Y,2017-02-26
IDCJAC0009,66006,2017,2,27,25.2,1,Y,2017-02-27
IDCJAC0009,66006,2017,2,28,2.6,1,Y,2017-02-28
IDCJAC0009,66006,2017,3,1,27.4,1,Y,2017-03-01
IDCJAC0009,66006,2017,3,2,4.4,1,Y,2017-03-02
IDCJAC0009,66006,2017,3,3,32.5,1,Y,2017-03-03
IDCJAC0009,66006,2017,3,4,33,1,Y,2017-03-04
IDCJAC0009,66006,2017,3,5,9.8,1,Y,2017-03-05
IDCJAC0009,66006,2017,3,6,1.8,1,Y,2017-03-06
IDCJAC0009,66006,2017,3,7,0.4,1,Y,2017-03-07
IDCJAC0009,66006,2017,3,8,5.4,1,Y,2017-03-08
IDCJAC0009,66006,2017,3,9,1,1,Y,2017-03-09
IDCJAC0009,66006,2017,3,10,0.4,1,Y,2017-03-10
IDCJAC0009,66006,2017,3,11,0,NA,Y,2017-03-11
IDCJAC0009,66006,2017,3,12,0,NA,Y,2017-03-12
IDCJAC0009,66006,2017,3,13,0,NA,Y,2017-03-13
IDCJAC0009,66006,2017,3,14,0.4,1,Y,2017-03-14
IDCJAC0009,66006,2017,3,15,40.2,1,Y,2017-03-15
IDCJAC0009,66006,2017,3,16,6.6,1,Y,2017-03-16
IDCJAC0009,66006,2017,3,17,21.8,1,Y,2017-03-17
IDCJAC0009,66006,2017,3,18,43.4,1,Y,2017-03-18
IDCJAC0009,66006,2017,3,19,5.2,1,Y,2017-03-19
IDCJAC0009,66006,2017,3,20,2.3,1,Y,2017-03-20
IDCJAC0009,66006,2017,3,21,0,NA,Y,2017-03-21
IDCJAC0009,66006,2017,3,22,23.2,1,Y,2017-03-22
IDCJAC0009,66006,2017,3,23,19.6,1,Y,2017-03-23
IDCJAC0009,66006,2017,3,24,10.2,1,Y,2017-03-24
IDCJAC0009,66006,2017,3,25,4.6,1,Y,2017-03-25
IDCJAC0009,66006,2017,3,26,0,NA,Y,2017-03-26
IDCJAC0009,66006,2017,3,27,0,NA,Y,2017-03-27
IDCJAC0009,66006,2017,3,28,0,NA,Y,2017-03-28
IDCJAC0009,66006,2017,3,29,0,NA,Y,2017-03-29
IDCJAC0009,66006,2017,3,30,1,1,Y,2017-03-30
IDCJAC0009,66006,2017,3,31,45.5,1,Y,2017-03-31
IDCJAC0009,66006,2017,4,1,0.3,1,Y,2017-04-01
IDCJAC0009,66006,2017,4,2,4.1,1,Y,2017-04-02
IDCJAC0009,66006,2017,4,3,31.6,1,Y,2017-04-03
IDCJAC0009,66006,2017,4,4,8.6,1,Y,2017-04-04
IDCJAC0009,66006,2017,4,5,0.8,1,Y,2017-04-05
IDCJAC0009,66006,2017,4,6,0,NA,Y,2017-04-06
IDCJAC0009,66006,2017,4,7,0,NA,Y,2017-04-07
IDCJAC0009,66006,2017,4,8,0,NA,Y,2017-04-08
IDCJAC0009,66006,2017,4,9,0,NA,Y,2017-04-09
IDCJAC0009,66006,2017,4,10,8.2,1,Y,2017-04-10
IDCJAC0009,66006,2017,4,11,0,NA,Y,2017-04-11
IDCJAC0009,66006,2017,4,12,NA,NA,NA,2017-04-12
IDCJAC0009,66006,2017,4,13,27.9,2,Y,2017-04-13
IDCJAC0009,66006,2017,4,14,0,NA,Y,2017-04-14
IDCJAC0009,66006,2017,4,15,0,NA,Y,2017-04-15
IDCJAC0009,66006,2017,4,16,0,NA,Y,2017-04-16
IDCJAC0009,66006,2017,4,17,0,NA,Y,2017-04-17
IDCJAC0009,66006,2017,4,18,0,NA,Y,2017-04-18
IDCJAC0009,66006,2017,4,19,0,NA,Y,2017-04-19
IDCJAC0009,66006,2017,4,20,0.2,1,Y,2017-04-20
IDCJAC0009,66006,2017,4,21,0,NA,Y,2017-04-21
IDCJAC0009,66006,2017,4,22,0,NA,Y,2017-04-22
IDCJAC0009,66006,2017,4,23,0,NA,Y,2017-04-23
IDCJAC0009,66006,2017,4,24,0,NA,Y,2017-04-24
IDCJAC0009,66006,2017,4,25,0,NA,Y,2017-04-25
IDCJAC0009,66006,2017,4,26,2.4,1,Y,2017-04-26
IDCJAC0009,66006,2017,4,27,0.4,1,Y,2017-04-27
IDCJAC0009,66006,2017,4,28,0,NA,Y,2017-04-28
IDCJAC0009,66006,2017,4,29,0,NA,Y,2017-04-29
IDCJAC0009,66006,2017,4,30,0.3,1,Y,2017-04-30
IDCJAC0009,66006,2017,5,1,0,NA,Y,2017-05-01
IDCJAC0009,66006,2017,5,2,0,NA,Y,2017-05-02
IDCJAC0009,66006,2017,5,3,1.5,1,Y,2017-05-03
IDCJAC0009,66006,2017,5,4,2.4,1,Y,2017-05-04
IDCJAC0009,66006,2017,5,5,0.4,1,Y,2017-05-05
IDCJAC0009,66006,2017,5,6,0,NA,Y,2017-05-06
IDCJAC0009,66006,2017,5,7,0.2,1,Y,2017-05-07
IDCJAC0009,66006,2017,5,8,0,NA,Y,2017-05-08
IDCJAC0009,66006,2017,5,9,0.6,1,Y,2017-05-09
IDCJAC0009,66006,2017,5,10,0,NA,Y,2017-05-10
IDCJAC0009,66006,2017,5,11,0,NA,Y,2017-05-11
IDCJAC0009,66006,2017,5,12,0,NA,Y,2017-05-12
IDCJAC0009,66006,2017,5,13,4,1,Y,2017-05-13
IDCJAC0009,66006,2017,5,14,0,NA,Y,2017-05-14
IDCJAC0009,66006,2017,5,15,4.6,1,Y,2017-05-15
IDCJAC0009,66006,2017,5,16,0,NA,Y,2017-05-16
IDCJAC0009,66006,2017,5,17,0,NA,Y,2017-05-17
IDCJAC0009,66006,2017,5,18,0,NA,Y,2017-05-18
IDCJAC0009,66006,2017,5,19,0.4,1,Y,2017-05-19
IDCJAC0009,66006,2017,5,20,17.2,1,Y,2017-05-20
IDCJAC0009,66006,2017,5,21,0,1,Y,2017-05-21
IDCJAC0009,66006,2017,5,22,0,NA,Y,2017-05-22
IDCJAC0009,66006,2017,5,23,0,NA,Y,2017-05-23
IDCJAC0009,66006,2017,5,24,3,1,Y,2017-05-24
IDCJAC0009,66006,2017,5,25,0,NA,Y,2017-05-25
IDCJAC0009,66006,2017,5,26,0,NA,Y,2017-05-26
IDCJAC0009,66006,2017,5,27,0,NA,Y,2017-05-27
IDCJAC0009,66006,2017,5,28,0,NA,Y,2017-05-28
IDCJAC0009,66006,2017,5,29,0,NA,Y,2017-05-29
IDCJAC0009,66006,2017,5,30,0,NA,Y,2017-05-30
IDCJAC0009,66006,2017,5,31,0,NA,Y,2017-05-31
IDCJAC0009,66006,2017,6,1,0,NA,Y,2017-06-01
IDCJAC0009,66006,2017,6,2,0,NA,Y,2017-06-02
IDCJAC0009,66006,2017,6,3,0,NA,Y,2017-06-03
IDCJAC0009,66006,2017,6,4,2.2,1,Y,2017-06-04
IDCJAC0009,66006,2017,6,5,0,NA,Y,2017-06-05
IDCJAC0009,66006,2017,6,6,0,NA,Y,2017-06-06
IDCJAC0009,66006,2017,6,7,52.6,1,Y,2017-06-07
IDCJAC0009,66006,2017,6,8,70.8,1,Y,2017-06-08
IDCJAC0009,66006,2017,6,9,4.6,1,Y,2017-06-09
IDCJAC0009,66006,2017,6,10,43,1,Y,2017-06-10
IDCJAC0009,66006,2017,6,11,NA,NA,NA,2017-06-11
IDCJAC0009,66006,2017,6,12,18,2,Y,2017-06-12
IDCJAC0009,66006,2017,6,13,0,NA,Y,2017-06-13
IDCJAC0009,66006,2017,6,14,4,1,Y,2017-06-14
IDCJAC0009,66006,2017,6,15,0.4,1,Y,2017-06-15
IDCJAC0009,66006,2017,6,16,0,1,Y,2017-06-16
IDCJAC0009,66006,2017,6,17,0,NA,Y,2017-06-17
IDCJAC0009,66006,2017,6,18,3.4,1,Y,2017-06-18
IDCJAC0009,66006,2017,6,19,1.4,1,Y,2017-06-19
IDCJAC0009,66006,2017,6,20,4.8,1,Y,2017-06-20
IDCJAC0009,66006,2017,6,21,0,NA,Y,2017-06-21
IDCJAC0009,66006,2017,6,22,0,NA,Y,2017-06-22
IDCJAC0009,66006,2017,6,23,0,NA,Y,2017-06-23
IDCJAC0009,66006,2017,6,24,0,NA,Y,2017-06-24
IDCJAC0009,66006,2017,6,25,0,NA,Y,2017-06-25
IDCJAC0009,66006,2017,6,26,0,NA,Y,2017-06-26
IDCJAC0009,66006,2017,6,27,0,NA,Y,2017-06-27
IDCJAC0009,66006,2017,6,28,0,NA,Y,2017-06-28
IDCJAC0009,66006,2017,6,29,1.8,1,Y,2017-06-29
IDCJAC0009,66006,2017,6,30,0.2,1,Y,2017-06-30
IDCJAC0009,66006,2017,7,1,0,NA,Y,2017-07-01
IDCJAC0009,66006,2017,7,2,0,NA,Y,2017-07-02
IDCJAC0009,66006,2017,7,3,0,NA,Y,2017-07-03
IDCJAC0009,66006,2017,7,4,0.2,1,Y,2017-07-04
IDCJAC0009,66006,2017,7,5,0,NA,Y,2017-07-05
IDCJAC0009,66006,2017,7,6,0,NA,Y,2017-07-06
IDCJAC0009,66006,2017,7,7,0,NA,Y,2017-07-07
IDCJAC0009,66006,2017,7,8,0,NA,Y,2017-07-08
IDCJAC0009,66006,2017,7,9,0,NA,Y,2017-07-09
IDCJAC0009,66006,2017,7,10,0,NA,Y,2017-07-10
IDCJAC0009,66006,2017,7,11,0,NA,Y,2017-07-11
IDCJAC0009,66006,2017,7,12,2.2,1,Y,2017-07-12
IDCJAC0009,66006,2017,7,13,11.8,1,Y,2017-07-13
IDCJAC0009,66006,2017,7,14,0,NA,Y,2017-07-14
IDCJAC0009,66006,2017,7,15,0.6,1,Y,2017-07-15
IDCJAC0009,66006,2017,7,16,0,NA,Y,2017-07-16
IDCJAC0009,66006,2017,7,17,0,NA,Y,2017-07-17
IDCJAC0009,66006,2017,7,18,0,NA,Y,2017-07-18
IDCJAC0009,66006,2017,7,19,0,NA,Y,2017-07-19
IDCJAC0009,66006,2017,7,20,0,NA,Y,2017-07-20
IDCJAC0009,66006,2017,7,21,0,NA,Y,2017-07-21
IDCJAC0009,66006,2017,7,22,0,NA,Y,2017-07-22
IDCJAC0009,66006,2017,7,23,0,NA,Y,2017-07-23
IDCJAC0009,66006,2017,7,24,0,NA,Y,2017-07-24
IDCJAC0009,66006,2017,7,25,0,NA,Y,2017-07-25
IDCJAC0009,66006,2017,7,26,0,NA,Y,2017-07-26
IDCJAC0009,66006,2017,7,27,0,NA,Y,2017-07-27
IDCJAC0009,66006,2017,7,28,0,NA,Y,2017-07-28
IDCJAC0009,66006,2017,7,29,0,NA,Y,2017-07-29
IDCJAC0009,66006,2017,7,30,0,NA,Y,2017-07-30
IDCJAC0009,66006,2017,7,31,0,NA,Y,2017-07-31
IDCJAC0009,66006,2017,8,1,6.8,1,Y,2017-08-01
IDCJAC0009,66006,2017,8,2,0,NA,Y,2017-08-02
IDCJAC0009,66006,2017,8,3,3,1,Y,2017-08-03
IDCJAC0009,66006,2017,8,4,13.6,1,Y,2017-08-04
IDCJAC0009,66006,2017,8,5,0,NA,Y,2017-08-05
IDCJAC0009,66006,2017,8,6,0,NA,Y,2017-08-06
IDCJAC0009,66006,2017,8,7,0,NA,Y,2017-08-07
IDCJAC0009,66006,2017,8,8,0,NA,Y,2017-08-08
IDCJAC0009,66006,2017,8,9,0,NA,Y,2017-08-09
IDCJAC0009,66006,2017,8,10,0,NA,Y,2017-08-10
IDCJAC0009,66006,2017,8,11,0,NA,Y,2017-08-11
IDCJAC0009,66006,2017,8,12,0,NA,Y,2017-08-12
IDCJAC0009,66006,2017,8,13,0,NA,Y,2017-08-13
IDCJAC0009,66006,2017,8,14,0,NA,Y,2017-08-14
IDCJAC0009,66006,2017,8,15,0,NA,Y,2017-08-15
IDCJAC0009,66006,2017,8,16,0.4,1,Y,2017-08-16
IDCJAC0009,66006,2017,8,17,0,NA,Y,2017-08-17
IDCJAC0009,66006,2017,8,18,0,NA,Y,2017-08-18
IDCJAC0009,66006,2017,8,19,0,NA,Y,2017-08-19
IDCJAC0009,66006,2017,8,20,0.4,1,Y,2017-08-20
IDCJAC0009,66006,2017,8,21,0,NA,Y,2017-08-21
IDCJAC0009,66006,2017,8,22,0,NA,Y,2017-08-22
IDCJAC0009,66006,2017,8,23,0,NA,Y,2017-08-23
IDCJAC0009,66006,2017,8,24,0,NA,Y,2017-08-24
IDCJAC0009,66006,2017,8,25,0.2,1,Y,2017-08-25
IDCJAC0009,66006,2017,8,26,0,NA,Y,2017-08-26
IDCJAC0009,66006,2017,8,27,0,NA,Y,2017-08-27
IDCJAC0009,66006,2017,8,28,1.8,1,Y,2017-08-28
IDCJAC0009,66006,2017,8,29,0,NA,Y,2017-08-29
IDCJAC0009,66006,2017,8,30,0.2,1,Y,2017-08-30
IDCJAC0009,66006,2017,8,31,0,NA,Y,2017-08-31
IDCJAC0009,66006,2017,9,1,0,NA,Y,2017-09-01
IDCJAC0009,66006,2017,9,2,0,NA,Y,2017-09-02
IDCJAC0009,66006,2017,9,3,0,NA,Y,2017-09-03
IDCJAC0009,66006,2017,9,4,0,NA,Y,2017-09-04
IDCJAC0009,66006,2017,9,5,0,NA,Y,2017-09-05
IDCJAC0009,66006,2017,9,6,0,NA,Y,2017-09-06
IDCJAC0009,66006,2017,9,7,0,NA,Y,2017-09-07
IDCJAC0009,66006,2017,9,8,0,NA,Y,2017-09-08
IDCJAC0009,66006,2017,9,9,0,NA,Y,2017-09-09
IDCJAC0009,66006,2017,9,10,0,NA,Y,2017-09-10
IDCJAC0009,66006,2017,9,11,0,NA,Y,2017-09-11
IDCJAC0009,66006,2017,9,12,0,NA,Y,2017-09-12
IDCJAC0009,66006,2017,9,13,0,NA,Y,2017-09-13
IDCJAC0009,66006,2017,9,14,0.6,1,Y,2017-09-14
IDCJAC0009,66006,2017,9,15,0,NA,Y,2017-09-15
IDCJAC0009,66006,2017,9,16,0,NA,Y,2017-09-16
IDCJAC0009,66006,2017,9,17,0,NA,Y,2017-09-17
IDCJAC0009,66006,2017,9,18,0,NA,Y,2017-09-18
IDCJAC0009,66006,2017,9,19,0,NA,Y,2017-09-19
IDCJAC0009,66006,2017,9,20,0,NA,Y,2017-09-20
IDCJAC0009,66006,2017,9,21,0,NA,Y,2017-09-21
IDCJAC0009,66006,2017,9,22,0,NA,Y,2017-09-22
IDCJAC0009,66006,2017,9,23,0,NA,Y,2017-09-23
IDCJAC0009,66006,2017,9,24,0,NA,Y,2017-09-24
IDCJAC0009,66006,2017,9,25,0,NA,Y,2017-09-25
IDCJAC0009,66006,2017,9,26,0,NA,Y,2017-09-26
IDCJAC0009,66006,2017,9,27,0,NA,Y,2017-09-27
IDCJAC0009,66006,2017,9,28,0,NA,Y,2017-09-28
IDCJAC0009,66006,2017,9,29,0,NA,Y,2017-09-29
IDCJAC0009,66006,2017,9,30,0,NA,Y,2017-09-30
IDCJAC0009,66006,2017,10,1,0,NA,Y,2017-10-01
IDCJAC0009,66006,2017,10,2,0,NA,Y,2017-10-02
IDCJAC0009,66006,2017,10,3,0,NA,Y,2017-10-03
IDCJAC0009,66006,2017,10,4,0,NA,Y,2017-10-04
IDCJAC0009,66006,2017,10,5,0,NA,Y,2017-10-05
IDCJAC0009,66006,2017,10,6,0,NA,Y,2017-10-06
IDCJAC0009,66006,2017,10,7,0,NA,Y,2017-10-07
IDCJAC0009,66006,2017,10,8,0,NA,Y,2017-10-08
IDCJAC0009,66006,2017,10,9,0.8,1,Y,2017-10-09
IDCJAC0009,66006,2017,10,10,0,NA,Y,2017-10-10
IDCJAC0009,66006,2017,10,11,1.2,1,Y,2017-10-11
IDCJAC0009,66006,2017,10,12,2.2,1,Y,2017-10-12
IDCJAC0009,66006,2017,10,13,0,NA,Y,2017-10-13
IDCJAC0009,66006,2017,10,14,0,NA,Y,2017-10-14
IDCJAC0009,66006,2017,10,15,0.4,1,Y,2017-10-15
IDCJAC0009,66006,2017,10,16,0,NA,Y,2017-10-16
IDCJAC0009,66006,2017,10,17,0,NA,Y,2017-10-17
IDCJAC0009,66006,2017,10,18,0,NA,Y,2017-10-18
IDCJAC0009,66006,2017,10,19,0,NA,Y,2017-10-19
IDCJAC0009,66006,2017,10,20,8.2,1,Y,2017-10-20
IDCJAC0009,66006,2017,10,21,16.7,1,Y,2017-10-21
IDCJAC0009,66006,2017,10,22,0,NA,Y,2017-10-22
IDCJAC0009,66006,2017,10,23,3.6,1,Y,2017-10-23
IDCJAC0009,66006,2017,10,24,0,NA,Y,2017-10-24
IDCJAC0009,66006,2017,10,25,0,NA,Y,2017-10-25
IDCJAC0009,66006,2017,10,26,0.8,1,Y,2017-10-26
IDCJAC0009,66006,2017,10,27,27,1,Y,2017-10-27
IDCJAC0009,66006,2017,10,28,0.1,1,Y,2017-10-28
IDCJAC0009,66006,2017,10,29,0,NA,Y,2017-10-29
IDCJAC0009,66006,2017,10,30,0,NA,Y,2017-10-30
IDCJAC0009,66006,2017,10,31,0,NA,Y,2017-10-31
IDCJAC0009,66006,2017,11,1,0,NA,Y,2017-11-01
IDCJAC0009,66006,2017,11,2,0,NA,Y,2017-11-02
IDCJAC0009,66006,2017,11,3,0,NA,Y,2017-11-03
IDCJAC0009,66006,2017,11,4,1.6,1,Y,2017-11-04
IDCJAC0009,66006,2017,11,5,29.4,1,Y,2017-11-05
IDCJAC0009,66006,2017,11,6,5.2,1,Y,2017-11-06
IDCJAC0009,66006,2017,11,7,5.4,1,Y,2017-11-07
IDCJAC0009,66006,2017,11,8,0,NA,Y,2017-11-08
IDCJAC0009,66006,2017,11,9,0,NA,Y,2017-11-09
IDCJAC0009,66006,2017,11,10,0,NA,Y,2017-11-10
IDCJAC0009,66006,2017,11,11,0,NA,Y,2017-11-11
IDCJAC0009,66006,2017,11,12,0,NA,Y,2017-11-12
IDCJAC0009,66006,2017,11,13,0,NA,Y,2017-11-13
IDCJAC0009,66006,2017,11,14,0,NA,Y,2017-11-14
IDCJAC0009,66006,2017,11,15,0,NA,Y,2017-11-15
IDCJAC0009,66006,2017,11,16,0,NA,Y,2017-11-16
IDCJAC0009,66006,2017,11,17,1.2,1,Y,2017-11-17
IDCJAC0009,66006,2017,11,18,6,1,Y,2017-11-18
IDCJAC0009,66006,2017,11,19,6.7,1,Y,2017-11-19
IDCJAC0009,66006,2017,11,20,3.4,1,Y,2017-11-20
IDCJAC0009,66006,2017,11,21,2.6,1,Y,2017-11-21
IDCJAC0009,66006,2017,11,22,6,1,Y,2017-11-22
IDCJAC0009,66006,2017,11,23,0.1,1,Y,2017-11-23
IDCJAC0009,66006,2017,11,24,0,NA,Y,2017-11-24
IDCJAC0009,66006,2017,11,25,0,NA,Y,2017-11-25
IDCJAC0009,66006,2017,11,26,0,NA,Y,2017-11-26
IDCJAC0009,66006,2017,11,27,0,NA,Y,2017-11-27
IDCJAC0009,66006,2017,11,28,0,NA,Y,2017-11-28
IDCJAC0009,66006,2017,11,29,2,1,Y,2017-11-29
IDCJAC0009,66006,2017,11,30,2.2,1,Y,2017-11-30
IDCJAC0009,66006,2017,12,1,0,NA,Y,2017-12-01
IDCJAC0009,66006,2017,12,2,0,NA,Y,2017-12-02
IDCJAC0009,66006,2017,12,3,12.2,1,Y,2017-12-03
IDCJAC0009,66006,2017,12,4,1.6,1,Y,2017-12-04
IDCJAC0009,66006,2017,12,5,12.2,1,Y,2017-12-05
IDCJAC0009,66006,2017,12,6,0,NA,Y,2017-12-06
IDCJAC0009,66006,2017,12,7,6.6,1,Y,2017-12-07
IDCJAC0009,66006,2017,12,8,0,NA,Y,2017-12-08
IDCJAC0009,66006,2017,12,9,0.8,1,Y,2017-12-09
IDCJAC0009,66006,2017,12,10,0,NA,Y,2017-12-10
IDCJAC0009,66006,2017,12,11,0,NA,Y,2017-12-11
IDCJAC0009,66006,2017,12,12,0.1,1,Y,2017-12-12
IDCJAC0009,66006,2017,12,13,0,NA,Y,2017-12-13
IDCJAC0009,66006,2017,12,14,0,NA,Y,2017-12-14
IDCJAC0009,66006,2017,12,15,0.4,1,Y,2017-12-15
IDCJAC0009,66006,2017,12,16,1.4,1,Y,2017-12-16
IDCJAC0009,66006,2017,12,17,0.8,1,Y,2017-12-17
IDCJAC0009,66006,2017,12,18,0,NA,Y,2017-12-18
IDCJAC0009,66006,2017,12,19,0,NA,Y,2017-12-19
IDCJAC0009,66006,2017,12,20,0,NA,Y,2017-12-20
IDCJAC0009,66006,2017,12,21,4.4,1,Y,2017-12-21
IDCJAC0009,66006,2017,12,22,0,NA,Y,2017-12-22
IDCJAC0009,66006,2017,12,23,0,NA,Y,2017-12-23
IDCJAC0009,66006,2017,12,24,0,NA,Y,2017-12-24
IDCJAC0009,66006,2017,12,25,2.5,1,Y,2017-12-25
IDCJAC0009,66006,2017,12,26,1.5,1,Y,2017-12-26
IDCJAC0009,66006,2017,12,27,3.6,1,Y,2017-12-27
IDCJAC0009,66006,2017,12,28,0,NA,Y,2017-12-28
IDCJAC0009,66006,2017,12,29,NA,NA,NA,2017-12-29
